date - Annee,date - Trimestre,date - Mois,date - Jour,away_score,away_team,city,comp_sorted,competition.1,competition.2,country,full_score,home_score,home_team,neutral,score_difference,stadium,total_score,winner,world_cup
1907,Trim 1,janvier,12,0,England,Swansea,Home Nations,1907,Home Nations Championship,Wales,22 - 0,22,Wales,0,22,St Helen's,22,Wales,0
1907,Trim 1,fevrier,2,3,Wales,Edinburgh,Home Nations,1907,Home Nations Championship,Scotland,6 - 3,6,Scotland,0,3,Inverleith,9,Scotland,0
1907,Trim 1,fevrier,9,9,England,Dublin,Home Nations,1907,Home Nations Championship,Ireland,17 - 9,17,Ireland,0,8,Lansdowne Road,26,Ireland,0
1907,Trim 1,fevrier,23,3,Ireland,Edinburgh,Home Nations,1907,Home Nations Championship,Scotland,15 - 3,15,Scotland,0,12,Inverleith,18,Scotland,0
1907,Trim 1,mars,9,0,Ireland,Cardiff,Home Nations,1907,Home Nations Championship,Wales,29 - 0,29,Wales,0,29,National Stadium,29,Wales,0
1907,Trim 1,mars,16,8,Scotland,Blackheath,Home Nations,1907,Home Nations Championship,England,3 - 8,3,England,0,-5,Rectory Field,11,Scotland,0
1907,Trim 3,juillet,20,26,New Zealand,Sydney,New Zealand tour,1907,New Zealand tour of Australia,Australia,6 - 26,6,Australia,0,-20,Sydney Cricket Ground,32,New Zealand,0
1907,Trim 3,aout,3,14,New Zealand,Brisbane,New Zealand tour,1907,New Zealand tour of Australia,Australia,5 - 14,5,Australia,0,-9,Brisbane Cricket Ground,19,New Zealand,0
1907,Trim 3,aout,10,5,New Zealand,Sydney,New Zealand tour,1907,New Zealand tour of Australia,Australia,5 - 5,5,Australia,0,0,Sydney Cricket Ground,10,Draw,0
1908,Trim 1,janvier,1,19,England,Colombes,,,,France,0 - 19,0,France,0,-19,Stade Yves-du-Manoir,19,England,0
1908,Trim 1,janvier,18,28,Wales,Bristol,Home Nations,1908,Home Nations Championship,England,18 - 28,18,England,0,-10,Ashton Gate,46,Wales,0
1908,Trim 1,fevrier,1,5,Scotland,Swansea,Home Nations,1908,Home Nations Championship,Wales,6 - 5,6,Wales,0,1,St Helen's,11,Wales,0
1908,Trim 1,fevrier,8,3,Ireland,Richmond,Home Nations,1908,Home Nations Championship,England,13 - 3,13,England,0,10,Athletic Ground,16,England,0
1908,Trim 1,fevrier,29,11,Scotland,Dublin,Home Nations,1908,Home Nations Championship,Ireland,16 - 11,16,Ireland,0,5,Lansdowne Road,27,Ireland,0
1908,Trim 1,mars,2,4,France,Cardiff,Home Nations,1908,Home Nations Championship,Wales,36 - 4,36,Wales,0,32,National Stadium,40,Wales,0
1908,Trim 1,mars,14,11,Wales,Balmoral,Home Nations,1908,Home Nations Championship,Ireland,5 - 11,5,Ireland,0,-6,Balmoral Showgrounds,16,Wales,0
1908,Trim 1,mars,21,10,England,Edinburgh,Home Nations,1908,Home Nations Championship,Scotland,16 - 10,16,Scotland,0,6,Inverleith,26,Scotland,0
1908,Trim 4,decembre,12,6,Australia,Cardiff,Australia tour,1908e09,Australia tour of Great Britain,Wales,9 - 6,9,Wales,0,3,National Stadium,15,Wales,0
1909,Trim 1,janvier,9,9,Australia,Blackheath,Australia tour,1908e09,Australia tour of Great Britain,England,3 - 9,3,England,0,-6,Rectory Field,12,Australia,0
1909,Trim 1,janvier,16,0,England,Cardiff,Home Nations,1909,Home Nations Championship,Wales,8 - 0,8,Wales,0,8,Cardiff Arms Park,8,Wales,0
1909,Trim 1,janvier,30,0,France,Leicester,,,,England,22 - 0,22,England,0,22,Welford Road,22,England,0
1909,Trim 1,fevrier,6,5,Wales,Edinburgh,Home Nations,1909,Home Nations Championship,Scotland,3 - 5,3,Scotland,0,-2,Inverleith,8,Wales,0
1909,Trim 1,fevrier,13,11,England,Dublin,Home Nations,1909,Home Nations Championship,Ireland,5 - 11,5,Ireland,0,-6,Lansdowne Road,16,England,0
1909,Trim 1,fevrier,23,47,Wales,Paris,Home Nations,1909,Home Nations Championship,France,5 - 47,5,France,0,-42,Stade Colombes,52,Wales,0
1909,Trim 1,fevrier,27,3,Ireland,Edinburgh,Home Nations,1909,Home Nations Championship,Scotland,9 - 3,9,Scotland,0,6,Inverleith,12,Scotland,0
1909,Trim 1,mars,13,5,Ireland,Swansea,Home Nations,1909,Home Nations Championship,Wales,18 - 5,18,Wales,0,13,St Helen's,23,Wales,0
1909,Trim 1,mars,20,8,France,Dublin,Test Match,,Test Match,Ireland,19 - 8,19,Ireland,0,11,Lansdowne Road,27,Ireland,0
1909,Trim 1,mars,20,18,Scotland,Richmond,Home Nations,1909,Home Nations Championship,England,8 - 18,8,England,0,-10,Athletic Ground,26,Scotland,0
1910,Trim 1,janvier,1,14,France,Swansea,Five Nations Championship,1910,Five Nations Championship,Wales,49 - 14,49,Wales,0,35,St Helen's,63,Wales,0
1910,Trim 1,janvier,15,6,Wales,London,Five Nations Championship,1910,Five Nations Championship,England,11 - 6,11,England,0,5,Twickenham,17,England,0
1910,Trim 1,janvier,22,0,France,Edinburgh,Five Nations Championship,1910,Five Nations Championship,Scotland,27 - 0,27,Scotland,0,27,Inverleith,27,Scotland,0
1910,Trim 1,fevrier,5,0,Scotland,Cardiff,Five Nations Championship,1910,Five Nations Championship,Wales,14 - 0,14,Wales,0,14,National Stadium,14,Wales,0
1910,Trim 1,fevrier,11,0,Ireland,London,Five Nations Championship,1910,Five Nations Championship,England,0 - 0,0,England,0,0,Twickenham,0,Draw,0
1910,Trim 1,fevrier,26,14,Scotland,Belfast,Five Nations Championship,1910,Five Nations Championship,Ireland,0 - 14,0,Ireland,0,-14,Balmoral Showgrounds,14,Scotland,0
1910,Trim 1,mars,3,11,England,Paris,Five Nations Championship,1910,Five Nations Championship,France,3 - 11,3,France,0,-8,Parc des Princes,14,England,0
1910,Trim 1,mars,12,19,Wales,Dublin,Five Nations Championship,1910,Five Nations Championship,Ireland,3 - 19,3,Ireland,0,-16,Lansdowne Road,22,Wales,0
1910,Trim 1,mars,19,14,England,Edinburgh,Five Nations Championship,1910,Five Nations Championship,Scotland,5 - 14,5,Scotland,0,-9,Inverleith,19,England,0
1910,Trim 1,mars,28,8,Ireland,Paris,Five Nations Championship,1910,Five Nations Championship,France,3 - 8,3,France,0,-5,Parc des Princes,11,Ireland,0
1910,Trim 2,juin,25,6,New Zealand,Sydney,New Zealand tour,1910,New Zealand tour of Australia,Australia,0 - 6,0,Australia,0,-6,Sydney Cricket Ground,6,New Zealand,0
1910,Trim 2,juin,27,0,New Zealand,Sydney,New Zealand tour,1910,New Zealand tour of Australia,Australia,11 - 0,11,Australia,0,11,Sydney Cricket Ground,11,Australia,0
1910,Trim 3,juillet,2,28,New Zealand,Sydney,New Zealand tour,1910,New Zealand tour of Australia,Australia,13 - 28,13,Australia,0,-15,Sydney Cricket Ground,41,New Zealand,0
1911,Trim 1,janvier,2,15,Scotland,Colombes,Five Nations Championship,1911,Five Nations Championship,France,16 - 15,16,France,0,1,Stade Yves-du-Manoir,31,France,0
1911,Trim 1,janvier,21,11,England,Swansea,Five Nations Championship,1911,Five Nations Championship,Wales,15 - 11,15,Wales,0,4,St Helen's,26,Wales,0
1911,Trim 1,janvier,28,0,France,London,Five Nations Championship,1911,Five Nations Championship,England,37 - 0,37,England,0,37,Twickenham,37,England,0
1911,Trim 1,fevrier,4,32,Wales,Edinburgh,Five Nations Championship,1911,Five Nations Championship,Scotland,10 - 32,10,Scotland,0,-22,Inverleith,42,Wales,0
1911,Trim 1,fevrier,11,0,England,Dublin,Five Nations Championship,1911,Five Nations Championship,Ireland,3 - 0,3,Ireland,0,3,Lansdowne Road,3,Ireland,0
1911,Trim 1,fevrier,25,16,Ireland,Edinburgh,Five Nations Championship,1911,Five Nations Championship,Scotland,10 - 16,10,Scotland,0,-6,Inverleith,26,Ireland,0
1911,Trim 1,fevrier,28,15,Wales,Paris,Five Nations Championship,1911,Five Nations Championship,France,0 - 15,0,France,0,-15,Parc des Princes,15,Wales,0
1911,Trim 1,mars,11,0,Ireland,Cardiff,Five Nations Championship,1911,Five Nations Championship,Wales,16 - 0,16,Wales,0,16,National Stadium,16,Wales,0
1911,Trim 1,mars,18,8,Scotland,London,Five Nations Championship,1911,Five Nations Championship,England,13 - 8,13,England,0,5,Twickenham Stadium,21,England,0
1911,Trim 1,mars,25,5,France,Cork,Five Nations Championship,1911,Five Nations Championship,Ireland,25 - 5,25,Ireland,0,20,Mardyke,30,Ireland,0
1912,Trim 1,janvier,1,11,Ireland,Paris,Five Nations Championship,1912,Five Nations Championship,France,6 - 11,6,France,0,-5,Parc des Princes,17,Ireland,0
1912,Trim 1,janvier,20,0,Wales,London,Five Nations Championship,1912,Five Nations Championship,England,8 - 0,8,England,0,8,Twickenham,8,England,0
1912,Trim 1,janvier,20,3,France,Edinburgh,Five Nations Championship,1912,Five Nations Championship,Scotland,31 - 3,31,Scotland,0,28,Inverleith,34,Scotland,0
1912,Trim 1,fevrier,3,6,Scotland,Swansea,Five Nations Championship,1912,Five Nations Championship,Wales,21 - 6,21,Wales,0,15,St Helen's,27,Wales,0
1912,Trim 1,fevrier,10,0,Ireland,London,Five Nations Championship,1912,Five Nations Championship,England,15 - 0,15,England,0,15,Twickenham,15,England,0
1912,Trim 1,fevrier,24,8,Scotland,Dublin,Five Nations Championship,1912,Five Nations Championship,Ireland,10 - 8,10,Ireland,0,2,Lansdowne Road,18,Ireland,0
1912,Trim 1,mars,9,5,Wales,Balmoral,Five Nations Championship,1912,Five Nations Championship,Ireland,12 - 5,12,Ireland,0,7,Balmoral Showgrounds,17,Ireland,0
1912,Trim 1,mars,16,3,England,Edinburgh,Five Nations Championship,1912,Five Nations Championship,Scotland,8 - 3,8,Scotland,0,5,Inverleith,11,Scotland,0
1912,Trim 1,mars,25,8,France,Newport,Five Nations Championship,1912,Five Nations Championship,Wales,14 - 8,14,Wales,0,6,Rodney Parade,22,Wales,0
1912,Trim 2,avril,8,18,England,Paris,Five Nations Championship,1912,Five Nations Championship,France,8 - 18,8,France,0,-10,Parc des Princes,26,England,0
1912,Trim 4,novembre,23,16,South Africa,Edinburgh,South Africa tour,1912-13,South Africa rugby union tour of Europe,Scotland,0 - 16,0,Scotland,0,-16,Inverleith,16,South Africa,0
1912,Trim 4,novembre,30,38,South Africa,Dublin,South Africa tour,1912e13,South Africa rugby union tour of Europe,Ireland,0 - 38,0,Ireland,0,-38,Lansdowne Road,38,South Africa,0
1912,Trim 4,decembre,14,3,South Africa,Cardiff,South Africa tour,1912e13,South Africa tour of Europe,Wales,0 - 3,0,Wales,0,-3,Cardiff Arms Park,3,South Africa,0
1913,Trim 1,janvier,1,21,Scotland,Paris,Five Nations Championship,1913,Five Nations Championship,France,3 - 21,3,France,0,-18,Parc des Princes,24,Scotland,0
1913,Trim 1,janvier,4,9,South Africa,London,South Africa tour,1912-13,South Africa rugby union tour of Europe,England,3 - 9,3,England,0,-6,Twickenham,12,South Africa,0
1913,Trim 1,janvier,11,38,South Africa,Bordeaux,South Africa tour,1912e13,South Africa rugby union tour of Europe,France,5 - 38,5,France,0,-33,Parc Lescure,43,South Africa,0
1913,Trim 1,janvier,18,12,England,Cardiff,Five Nations Championship,1913,Five Nations Championship,Wales,0 - 12,0,Wales,0,-12,Cardiff Arms Park,12,England,0
1913,Trim 1,janvier,25,0,France,London,Five Nations Championship,1913,Five Nations Championship,England,20 - 0,20,England,0,20,Twickenham,20,England,0
1913,Trim 1,fevrier,1,8,Wales,Edinburgh,Five Nations Championship,1913,Five Nations Championship,Scotland,0 - 8,0,Scotland,0,-8,Inverleith,8,Wales,0
1913,Trim 1,fevrier,9,15,England,Dublin,Five Nations Championship,1913,Five Nations Championship,Ireland,4 - 15,4,Ireland,0,-11,Lansdowne Road,19,England,0
1913,Trim 1,fevrier,22,14,Ireland,Edinburgh,Five Nations Championship,1913,Five Nations Championship,Scotland,29 - 14,29,Scotland,0,15,Inverleith,43,Scotland,0
1913,Trim 1,fevrier,27,11,Wales,Paris,Five Nations Championship,1913,Five Nations Championship,France,8 - 11,8,France,0,-3,Parc des Princes,19,Wales,0
1913,Trim 1,mars,8,13,Ireland,Swansea,Five Nations Championship,1913,Five Nations Championship,Wales,16 - 13,16,Wales,0,3,St Helen's,29,Wales,0
1913,Trim 1,mars,15,0,Scotland,London,Five Nations Championship,1913,Five Nations Championship,England,3 - 0,3,England,0,3,Twickenham Stadium,3,England,0
1913,Trim 1,mars,24,0,France,Cork,Five Nations Championship,1913,Five Nations Championship,Ireland,24 - 0,24,Ireland,0,24,Mardyke,24,Ireland,0
1913,Trim 3,septembre,6,5,Australia,Wellington,Australia tour,1913,Australia tour of New Zealand,New Zealand,30 - 5,30,New Zealand,0,25,Athletic Park,35,New Zealand,0
1913,Trim 3,septembre,13,13,Australia,Dunedin,Australia tour,1913,Australia tour of New Zealand,New Zealand,25 - 13,25,New Zealand,0,12,Carisbrook,38,New Zealand,0
1913,Trim 3,septembre,20,16,Australia,Christchurch,Australia tour,1913,Australia tour of New Zealand,New Zealand,5 - 16,5,New Zealand,0,-11,Lancaster Park,21,Australia,0
1914,Trim 1,janvier,1,8,Ireland,Paris,Five Nations Championship,1914,Five Nations Championship,France,6 - 8,6,France,0,-2,Parc des Princes,14,Ireland,0
1914,Trim 1,janvier,17,9,Wales,London,Five Nations Championship,1914,Five Nations Championship,England,10 - 9,10,England,0,1,Twickenham,19,England,0
1914,Trim 1,fevrier,7,5,Scotland,Cardiff,Five Nations Championship,1914,Five Nations Championship,Wales,24 - 5,24,Wales,0,19,National Stadium,29,Wales,0
1914,Trim 1,fevrier,14,12,Ireland,London,Five Nations Championship,1914,Five Nations Championship,England,17 - 12,17,England,0,5,Twickenham,29,England,0
1914,Trim 1,fevrier,28,0,Scotland,Dublin,Five Nations Championship,1914,Five Nations Championship,Ireland,6 - 0,6,Ireland,0,6,Lansdowne Road,6,Ireland,0
1914,Trim 1,mars,2,0,France,Swansea,Five Nations Championship,1914,Five Nations Championship,Wales,31 - 0,31,Wales,0,31,St Helen's,31,Wales,0
1914,Trim 1,mars,14,11,Wales,Balmoral,Five Nations Championship,1914,Five Nations Championship,Ireland,3 - 11,3,Ireland,0,-8,Balmoral Showgrounds,14,Wales,0
1914,Trim 1,mars,21,16,England,Edinburgh,Five Nations Championship,1914,Five Nations Championship,Scotland,15 - 16,15,Scotland,0,-1,Inverleith,31,England,0
1914,Trim 2,avril,13,39,England,Colombes,Five Nations Championship,1914,Five Nations Championship,France,13 - 39,13,France,0,-26,Stade Yves-du-Manoir,52,England,0
1914,Trim 3,juillet,18,5,New Zealand,Sydney,New Zealand tour,1914,New Zealand tour of Australia,Australia,0 - 5,0,Australia,0,-5,Sydney Sports Ground,5,New Zealand,0
1914,Trim 3,aout,1,17,New Zealand,Brisbane,New Zealand tour,1914,New Zealand tour of Australia,Australia,0 - 17,0,Australia,0,-17,Brisbane Cricket Ground,17,New Zealand,0
1914,Trim 3,aout,15,22,New Zealand,Sydney,New Zealand tour,1914,New Zealand tour of Australia,Australia,7 - 22,7,Australia,0,-15,Sydney Sports Ground,29,New Zealand,0
1920,Trim 1,janvier,1,5,Scotland,Paris,Five Nations Championship,1920,Five Nations Championship,France,0 - 5,0,France,0,-5,Parc des Princes,5,Scotland,0
1920,Trim 1,janvier,17,5,England,Swansea,Five Nations Championship,1920,Five Nations Championship,Wales,19 - 5,19,Wales,0,14,St Helen's,24,Wales,0
1920,Trim 1,janvier,31,3,France,London,Five Nations Championship,1920,Five Nations Championship,England,8 - 3,8,England,0,5,Twickenham,11,England,0
1920,Trim 1,fevrier,7,5,Wales,Edinburgh,Five Nations Championship,1920,Five Nations Championship,Scotland,9 - 5,9,Scotland,0,4,Inverleith,14,Scotland,0
1920,Trim 1,fevrier,14,14,England,Dublin,Five Nations Championship,1920,Five Nations Championship,Ireland,11 - 14,11,Ireland,0,-3,Lansdowne Road,25,England,0
1920,Trim 1,fevrier,17,6,Wales,Paris,Five Nations Championship,1920,Five Nations Championship,France,5 - 6,5,France,0,-1,Stade Colombes,11,Wales,0
1920,Trim 1,fevrier,28,0,Ireland,Edinburgh,Five Nations Championship,1920,Five Nations Championship,Scotland,19 - 0,19,Scotland,0,19,Inverleith,19,Scotland,0
1920,Trim 1,mars,13,4,Ireland,Cardiff,Five Nations Championship,1920,Five Nations Championship,Wales,28 - 4,28,Wales,0,24,National Stadium,32,Wales,0
1920,Trim 1,mars,20,4,Scotland,London,Five Nations Championship,1920,Five Nations Championship,England,13 - 4,13,England,0,9,Twickenham Stadium,17,England,0
1920,Trim 2,avril,3,15,France,Dublin,Five Nations Championship,1920,Five Nations Championship,Ireland,7 - 15,7,Ireland,0,-8,Lansdowne Road,22,France,0
1921,Trim 1,janvier,15,3,Wales,London,Five Nations Championship,1921,Five Nations Championship,England,18 - 3,18,England,0,15,Twickenham,21,England,0
1921,Trim 1,janvier,22,3,France,Edinburgh,Five Nations Championship,1921,Five Nations Championship,Scotland,0 - 3,0,Scotland,0,-3,Inverleith,3,France,0
1921,Trim 1,fevrier,5,14,Scotland,Swansea,Five Nations Championship,1921,Five Nations Championship,Wales,8 - 14,8,Wales,0,-6,St Helen's,22,Scotland,0
1921,Trim 1,fevrier,12,0,Ireland,London,Five Nations Championship,1921,Five Nations Championship,England,15 - 0,15,England,0,15,Twickenham,15,England,0
1921,Trim 1,fevrier,26,4,France,Cardiff,Five Nations Championship,1921,Five Nations Championship,Wales,12 - 4,12,Wales,0,8,National Stadium,16,Wales,0
1921,Trim 1,fevrier,26,8,Scotland,Dublin,Five Nations Championship,1921,Five Nations Championship,Ireland,9 - 8,9,Ireland,0,1,Lansdowne Road,17,Ireland,0
1921,Trim 1,mars,12,6,Wales,Balmoral,Five Nations Championship,1921,Five Nations Championship,Ireland,0 - 6,0,Ireland,0,-6,Balmoral Showgrounds,6,Wales,0
1921,Trim 1,mars,19,18,England,Edinburgh,Five Nations Championship,1921,Five Nations Championship,Scotland,0 - 18,0,Scotland,0,-18,Inverleith,18,England,0
1921,Trim 1,mars,28,10,England,Colombes,Five Nations Championship,1921,Five Nations Championship,France,6 - 10,6,France,0,-4,Stade Yves-du-Manoir,16,England,0
1921,Trim 2,avril,9,10,Ireland,Paris,Five Nations Championship,1921,Five Nations Championship,France,20 - 10,20,France,0,10,Colombes,30,France,0
1921,Trim 3,aout,13,5,South Africa,Dunedin,South Africa tour,1921,South Africa tour,New Zealand,13 - 5,13,New Zealand,0,8,Carisbrook,18,New Zealand,0
1921,Trim 3,aout,27,9,South Africa,Auckland,South Africa tour,1921,South Africa tour,New Zealand,5 - 9,5,New Zealand,0,-4,Eden Park,14,South Africa,0
1921,Trim 3,septembre,17,0,South Africa,Wellington,South Africa tour,1921,South Africa tour,New Zealand,0 - 0,0,New Zealand,0,0,Athletic Park,0,Draw,0
1922,Trim 1,janvier,2,3,Scotland,Colombes,Five Nations Championship,1922,Five Nations Championship,France,3 - 3,3,France,0,0,Stade Yves-du-Manoir,6,Draw,0
1922,Trim 1,janvier,21,6,England,Cardiff,Five Nations Championship,1922,Five Nations Championship,Wales,28 - 6,28,Wales,0,22,Cardiff Arms Park,34,Wales,0
1922,Trim 1,fevrier,4,9,Wales,Edinburgh,Five Nations Championship,1922,Five Nations Championship,Scotland,9 - 9,9,Scotland,0,0,Inverleith,18,Draw,0
1922,Trim 1,fevrier,11,12,England,Dublin,Five Nations Championship,1922,Five Nations Championship,Ireland,3 - 12,3,Ireland,0,-9,Lansdowne Road,15,England,0
1922,Trim 1,fevrier,25,3,Ireland,Edinburgh,Five Nations Championship,1922,Five Nations Championship,Scotland,6 - 3,6,Scotland,0,3,Inverleith,9,Scotland,0
1922,Trim 1,fevrier,25,11,France,London,Five Nations Championship,1922,Five Nations Championship,England,11 - 11,11,England,0,0,Twickenham,22,Draw,0
1922,Trim 1,mars,11,5,Ireland,Swansea,Five Nations Championship,1922,Five Nations Championship,Wales,11 - 5,11,Wales,0,6,St Helen's,16,Wales,0
1922,Trim 1,mars,18,5,Scotland,London,Five Nations Championship,1922,Five Nations Championship,England,11 - 5,11,England,0,6,Twickenham Stadium,16,England,0
1922,Trim 1,mars,23,11,Wales,Paris,Five Nations Championship,1922,Five Nations Championship,France,3 - 11,3,France,0,-8,Stade Colombes,14,Wales,0
1922,Trim 2,avril,8,3,France,Dublin,Five Nations Championship,1922,Five Nations Championship,Ireland,8 - 3,8,Ireland,0,5,Lansdowne Road,11,Ireland,0
1923,Trim 1,janvier,20,3,France,Edinburgh,Five Nations Championship,1923,Five Nations Championship,Scotland,16 - 3,16,Scotland,0,13,Inverleith,19,Scotland,0
1923,Trim 1,janvier,20,3,Wales,London,Five Nations Championship,1923,Five Nations Championship,England,7 - 3,7,England,0,4,Twickenham,10,England,0
1923,Trim 1,fevrier,3,11,Scotland,Cardiff,Five Nations Championship,1923,Five Nations Championship,Wales,8 - 11,8,Wales,0,-3,National Stadium,19,Scotland,0
1923,Trim 1,fevrier,10,5,Ireland,Leicester,Five Nations Championship,1923,Five Nations Championship,England,23 - 5,23,England,0,18,Welford Road,28,England,0
1923,Trim 1,fevrier,24,8,France,Swansea,Five Nations Championship,1923,Five Nations Championship,Wales,16 - 8,16,Wales,0,8,St Helen's,24,Wales,0
1923,Trim 1,fevrier,24,13,Scotland,Dublin,Five Nations Championship,1923,Five Nations Championship,Ireland,3 - 13,3,Ireland,0,-10,Lansdowne Road,16,Scotland,0
1923,Trim 1,mars,10,4,Wales,Dublin,Five Nations Championship,1923,Five Nations Championship,Ireland,5 - 4,5,Ireland,0,1,Lansdowne Road,9,Ireland,0
1923,Trim 1,mars,17,8,England,Edinburgh,Five Nations Championship,1923,Five Nations Championship,Scotland,6 - 8,6,Scotland,0,-2,Inverleith,14,England,0
1923,Trim 2,avril,2,12,England,Colombes,Five Nations Championship,1923,Five Nations Championship,France,3 - 12,3,France,0,-9,Stade Yves-du-Manoir,15,England,0
1923,Trim 2,avril,14,8,Ireland,Paris,Five Nations Championship,1923,Five Nations Championship,France,14 - 8,14,France,0,6,Colombes,22,France,0
1924,Trim 1,janvier,1,10,Scotland,Vincennes,Five Nations Championship,1924,Five Nations Championship,France,12 - 10,12,France,0,2,Stade Pershing,22,France,0
