date - Annee,date - Trimestre,date - Mois,date - Jour,away_score,away_team,city,comp_sorted,competition.1,competition.2,country,full_score,home_score,home_team,neutral,score_difference,stadium,total_score,winner,world_cup
2009,Trim 2,juin,27,6,France,Sydney,Summer International,2009,Summer International,Australia,22 - 6,22,Australia,0,16,Stadium Australia,28,Australia,0
2009,Trim 2,juin,27,6,Italy,Christchurch,Mid-year test,2009,mid-year internationals,New Zealand,27 - 6,27,New Zealand,0,21,AMI Stadium,33,New Zealand,0
2009,Trim 3,juillet,18,16,Australia,Auckland,Tri Nations Series,2009,Tri Nations Series,New Zealand,22 - 16,22,New Zealand,0,6,Eden Park,38,New Zealand,0
2009,Trim 3,juillet,25,19,New Zealand,Bloemfontein,Tri Nations Series,2009,Tri Nations Series,South Africa,28 - 19,28,South Africa,0,9,Free State Stadium,47,South Africa,0
2009,Trim 3,aout,1,19,New Zealand,Durban,Tri Nations Series,2009,Tri Nations Series,South Africa,31 - 19,31,South Africa,0,12,Kings Park Stadium,50,South Africa,0
2009,Trim 3,aout,8,17,Australia,Cape Town,Tri Nations Series,2009,Tri Nations Series,South Africa,29 - 17,29,South Africa,0,12,Newlands Stadium,46,South Africa,0
2009,Trim 3,aout,22,19,New Zealand,Sydney,Tri Nations Series,2009,Tri Nations Series,Australia,18 - 19,18,Australia,0,-1,Stadium Australia,37,New Zealand,0
2009,Trim 3,aout,29,32,South Africa,Perth,Tri Nations Series,2009,Tri Nations Series,Australia,25 - 32,25,Australia,0,-7,Subiaco Oval,57,South Africa,0
2009,Trim 3,septembre,5,6,South Africa,Brisbane,Tri Nations Series,2009,Tri Nations Series,Australia,21 - 6,21,Australia,0,15,Lang Park,27,Australia,0
2009,Trim 3,septembre,12,32,South Africa,Hamilton,Tri Nations Series,2009,Tri Nations Series,New Zealand,29 - 32,29,New Zealand,0,-3,Waikato Stadium,61,South Africa,0
2009,Trim 3,septembre,19,6,Australia,Wellington,Tri Nations Series,2009,Tri Nations Series,New Zealand,33 - 6,33,New Zealand,0,27,Wellington Regional Stadium,39,New Zealand,0
2009,Trim 4,octobre,31,19,Australia,Tokyo,Autumn International,2009,Autumn International,Japan,32 - 19,32,New Zealand,1,13,National Stadium,51,New Zealand,0
2009,Trim 4,novembre,7,18,Australia,London,Autumn International,2009,Autumn International,England,9 - 18,9,England,0,-9,Twickenham Stadium,27,Australia,0
2009,Trim 4,novembre,7,19,New Zealand,Cardiff,Autumn International,2009,Autumn International,Wales,12 - 19,12,Wales,0,-7,Millennium Stadium,31,New Zealand,0
2009,Trim 4,novembre,13,13,South Africa,Toulouse,End of year test,2009,end of year rugby union tests,France,20 - 13,20,France,0,7,Stadium Municipal,33,France,0
2009,Trim 4,novembre,14,9,Argentina,London,Autumn International,2009,Autumn International,England,16 - 9,16,England,0,7,Twickenham,25,England,0
2009,Trim 4,novembre,14,20,New Zealand,Milan,End of year internationals,2009,end-of-year internationals,Italy,6 - 20,6,Italy,0,-14,San Siro Stadium,26,New Zealand,0
2009,Trim 4,novembre,15,20,Australia,Dublin,Autumn International,2009,Autumn International,Ireland,20 - 20,20,Ireland,0,0,Croke Park,40,Draw,0
2009,Trim 4,novembre,21,8,Australia,Edinburgh,Autumn International,2009,Autumn International,Scotland,9 - 8,9,Scotland,0,1,Murrayfield Stadium,17,Scotland,0
2009,Trim 4,novembre,21,16,Argentina,Cardiff,Autumn International,2009,Autumn International,Wales,33 - 16,33,Wales,0,17,Millennium Stadium,49,Wales,0
2009,Trim 4,novembre,21,19,New Zealand,London,Autumn International,2009,Autumn International,England,6 - 19,6,England,0,-13,Twickenham,25,New Zealand,0
2009,Trim 4,novembre,21,32,South Africa,Udine,End of year test,2009,end-of-year test,Italy,10 - 32,10,Italy,0,-22,Stadio Friuli,42,South Africa,0
2009,Trim 4,novembre,28,9,Argentina,Edinburgh,Autumn International,2009,Autumn International,Scotland,6 - 9,6,Scotland,0,-3,Murrayfield Stadium,15,Argentina,0
2009,Trim 4,novembre,28,10,South Africa,Dublin,End of year test,2009,end-of-year test,Ireland,15 - 10,15,Ireland,0,5,Croke Park,25,Ireland,0
2009,Trim 4,novembre,28,33,Australia,Cardiff,Autumn International,2009,Autumn International,Wales,12 - 33,12,Wales,0,-21,Millennium Stadium,45,Australia,0
2009,Trim 4,novembre,28,39,New Zealand,Marseilles,End of year test,2009,end of year rugby union tests,France,12 - 39,12,France,0,-27,Stade Velodrome,51,New Zealand,0
2010,Trim 1,fevrier,6,11,Italy,Dublin,Six Nations,2010,Six Nations Championship,Ireland,29 - 11,29,Ireland,0,18,Croke Park,40,Ireland,0
2010,Trim 1,fevrier,6,17,Wales,London,Six Nations,2010,Six Nations Championship,England,30 - 17,30,England,0,13,Twickenham,47,England,0
2010,Trim 1,fevrier,7,18,France,Edinburgh,Six Nations,2010,Six Nations Championship,Scotland,9 - 18,9,Scotland,0,-9,Murrayfield,27,France,0
2010,Trim 1,fevrier,13,10,Ireland,Saint-Denis,Six Nations,2010,Six Nations Championship,France,33 - 10,33,France,0,23,Stade de France,43,France,0
2010,Trim 1,fevrier,13,24,Scotland,Cardiff,Six Nations,2010,Six Nations Championship,Wales,31 - 24,31,Wales,0,7,Millennium Stadium,55,Wales,0
2010,Trim 1,fevrier,14,17,England,Rome,Six Nations,2010,Six Nations Championship,Italy,12 - 17,12,Italy,0,-5,Stadio Flaminio,29,England,0
2010,Trim 1,fevrier,26,26,France,Cardiff,Six Nations,2010,Six Nations Championship,Wales,20 - 26,20,Wales,0,-6,Millennium Stadium,46,France,0
2010,Trim 1,fevrier,27,12,Scotland,Rome,Six Nations,2010,Six Nations Championship,Italy,16 - 12,16,Italy,0,4,Stadio Flaminio,28,Italy,0
2010,Trim 1,fevrier,27,20,Ireland,London,Six Nations,2010,Six Nations Championship,England,16 - 20,16,England,0,-4,Twickenham,36,Ireland,0
2010,Trim 1,mars,13,12,Wales,Dublin,Six Nations,2010,Six Nations Championship,Ireland,27 - 12,27,Ireland,0,15,Croke Park,39,Ireland,0
2010,Trim 1,mars,13,15,England,Edinburgh,Six Nations,2010,Six Nations Championship,Scotland,15 - 15,15,Scotland,0,0,Murrayfield Stadium,30,Draw,0
2010,Trim 1,mars,14,20,Italy,Saint-Denis,Six Nations,2010,Six Nations Championship,France,46 - 20,46,France,0,26,Stade de France,66,France,0
2010,Trim 1,mars,20,10,England,Saint-Denis,Six Nations,2010,Six Nations Championship,France,12 - 10,12,France,0,2,Stade de France,22,France,0
2010,Trim 1,mars,20,10,Italy,Cardiff,Six Nations,2010,Six Nations,Wales,33 - 10,33,Wales,0,23,Millennium Stadium,43,Wales,0
2010,Trim 1,mars,20,23,Scotland,Dublin,Six Nations,2010,Six Nations Championship,Ireland,20 - 23,20,Ireland,0,-3,Croke Park,43,Scotland,0
2010,Trim 2,juin,5,34,South Africa,Cardiff,Mid-year test,2010,mid-year test,Wales,31 - 34,31,Wales,0,-3,Millennium Stadium,65,South Africa,0
2010,Trim 2,juin,12,17,England,Perth,England tour,2010,England tour of Australia and New Zealand,Australia,27 - 17,27,Australia,0,10,Subiaco Oval,44,Australia,0
2010,Trim 2,juin,12,17,France,Cape Town,Mid-year test,2010,mid-year test,South Africa,42 - 17,42,South Africa,0,25,Newlands,59,South Africa,0
2010,Trim 2,juin,12,24,Scotland,Tucumen,Scotland tour,2010,Scotland tour of Argentina,Argentina,16 - 24,16,Argentina,0,-8,Estadio Jose Fierro,40,Scotland,0
2010,Trim 2,juin,12,28,Ireland,New Plymouth,Ireland tour,2010,Ireland rugby union tour of New Zealand and Australia,New Zealand,66 - 28,66,New Zealand,0,38,Yarrow Stadium,94,New Zealand,0
2010,Trim 2,juin,19,9,Wales,Dunedin,Wales tour,2010,Wales tour of New Zealand,New Zealand,42 - 9,42,New Zealand,0,33,Carisbrook,51,New Zealand,0
2010,Trim 2,juin,19,13,Italy,Witbank,Mid-year test,2010,mid-year test,South Africa,29 - 13,29,South Africa,0,16,Johann van Riebeeck Stadium,42,South Africa,0
2010,Trim 2,juin,19,13,Scotland,Mar del Plata,Scotland tour,2010,Scotland tour of Argentina,Argentina,9 - 13,9,Argentina,0,-4,Estadio Jose Marea Minella,22,Scotland,0
2010,Trim 2,juin,19,21,England,Sydney,England tour,2010,England tour of Australia and New Zealand,Australia,20 - 21,20,Australia,0,-1,Stadium Australia,41,England,0
2010,Trim 2,juin,26,10,Wales,Hamilton,Wales tour,2010,Wales tour of New Zealand,New Zealand,29 - 10,29,New Zealand,0,19,Waikato Stadium,39,New Zealand,0
2010,Trim 2,juin,26,11,Italy,East London,Mid-year test,2010,mid-year test,South Africa,55 - 11,55,South Africa,0,44,Buffalo City Stadium,66,South Africa,0
2010,Trim 2,juin,26,13,France,Buenos Aires,Summer International,2010,Summer International,Argentina,41 - 13,41,Argentina,0,28,Jose Amalfitani Stadium,54,Argentina,0
2010,Trim 2,juin,26,15,Ireland,Brisbane,Summer International,2010,Summer International,Australia,22 - 15,22,Australia,0,7,Lang Park,37,Australia,0
2010,Trim 3,juillet,10,12,South Africa,Auckland,Tri Nations Series,2010,Tri Nations Series,New Zealand,32 - 12,32,New Zealand,0,20,Eden Park,44,New Zealand,0
2010,Trim 3,juillet,17,17,South Africa,Wellington,Tri Nations Series,2010,Tri Nations Series,New Zealand,31 - 17,31,New Zealand,0,14,Westpac Stadium,48,New Zealand,0
2010,Trim 3,juillet,24,13,South Africa,Brisbane,Tri Nations Series,2010,Tri Nations Series,Australia,30 - 13,30,Australia,0,17,Lang Park,43,Australia,0
2010,Trim 3,juillet,31,49,New Zealand,Melbourne,Tri Nations Series,2010,Tri Nations Series,Australia,28 - 49,28,Australia,0,-21,Docklands Stadium,77,New Zealand,0
2010,Trim 3,aout,7,10,Australia,Christchurch,Tri Nations Series,2010,Tri Nations Series,New Zealand,20 - 10,20,New Zealand,0,10,Lancaster Park,30,New Zealand,0
2010,Trim 3,aout,21,29,New Zealand,Johannesburg,Tri Nations Series,2010,Tri Nations Series,South Africa,22 - 29,22,South Africa,0,-7,FNB Stadium,51,New Zealand,0
2010,Trim 3,aout,28,31,Australia,Pretoria,Tri Nations Series,2010,Tri Nations Series,South Africa,44 - 31,44,South Africa,0,13,Loftus Versfeld Stadium,75,South Africa,0
2010,Trim 3,septembre,4,41,Australia,Bloemfontein,Tri Nations Series,2010,Tri Nations Series,South Africa,39 - 41,39,South Africa,0,-2,Free State Stadium,80,Australia,0
2010,Trim 3,septembre,11,23,New Zealand,Sydney,Tri Nations Series,2010,Tri Nations Series,Australia,22 - 23,22,Australia,0,-1,Stadium Australia,45,New Zealand,0
2010,Trim 4,octobre,30,24,New Zealand,Hong Kong,Autumn International,2010,Autumn International,Hong Kong,26 - 24,26,Australia,1,2,Hong Kong Stadium,50,Australia,0
2010,Trim 4,novembre,6,23,South Africa,Dublin,End of year test,2010,end-of-year test,Ireland,21 - 23,21,Ireland,0,-2,Aviva Stadium,44,South Africa,0
2010,Trim 4,novembre,6,25,Australia,Cardiff,Autumn International,2010,Autumn International,Wales,16 - 25,16,Wales,0,-9,Millennium Stadium,41,Australia,0
2010,Trim 4,novembre,6,26,New Zealand,London,Autumn International,2010,Autumn International,England,16 - 26,16,England,0,-10,Twickenham,42,New Zealand,0
2010,Trim 4,novembre,13,18,Australia,London,Autumn International,2010,Autumn International,England,35 - 18,35,England,0,17,Twickenham Stadium,53,England,0
2010,Trim 4,novembre,13,22,Argentina,Verona,End of year test,2010,end of year tests,Italy,16 - 22,16,Italy,0,-6,Stadio Marc'Antonio Bentegodi,38,Argentina,0
2010,Trim 4,novembre,13,29,South Africa,Cardiff,End of year test,2010,end-of-year test,Wales,25 - 29,25,Wales,0,-4,Millennium Stadium,54,South Africa,0
2010,Trim 4,novembre,13,49,New Zealand,Edinburgh,End of year test,2010,end of year rugby tests,Scotland,3 - 49,3,Scotland,0,-46,Murrayfield,52,New Zealand,0
2010,Trim 4,novembre,20,9,Argentina,Montpellier,Autumn International,2010,Autumn International,France,15 - 9,15,France,0,6,Stade de la Mosson,24,France,0
2010,Trim 4,novembre,20,17,South Africa,Edinburgh,Autumn International,2010,Autumn International,Scotland,21 - 17,21,Scotland,0,4,Murrayfield,38,Scotland,0
2010,Trim 4,novembre,20,32,Australia,Florence,Autumn International,2010,Autumn International,Italy,14 - 32,14,Italy,0,-18,Stadio Artemio Franchi,46,Australia,0
2010,Trim 4,novembre,20,38,New Zealand,Dublin,Autumn International,2010,Autumn International,Ireland,18 - 38,18,Ireland,0,-20,Aviva Stadium,56,New Zealand,0
2010,Trim 4,novembre,27,21,South Africa,London,Autumn International,2010,Autumn International,England,11 - 21,11,England,0,-10,Twickenham,32,South Africa,0
2010,Trim 4,novembre,27,37,New Zealand,Cardiff,Autumn International,2010,Autumn International,Wales,25 - 37,25,Wales,0,-12,Millennium Stadium,62,New Zealand,0
2010,Trim 4,novembre,27,59,Australia,Saint-Denis,Autumn International,2010,Autumn International,France,16 - 59,16,France,0,-43,Stade de France,75,Australia,0
2010,Trim 4,novembre,28,9,Argentina,Dublin,Autumn International,2010,autumn internationals,Ireland,29 - 9,29,Ireland,0,20,Aviva Stadium,38,Ireland,0
2011,Trim 1,fevrier,4,26,England,Cardiff,Six Nations,2011,Six Nations Championship,Wales,19 - 26,19,Wales,0,-7,Millennium Stadium,45,England,0
2011,Trim 1,fevrier,5,13,Ireland,Rome,Six Nations,2011,Six Nations Championship,Italy,11 - 13,11,Italy,0,-2,Stadio Flaminio,24,Ireland,0
2011,Trim 1,fevrier,5,21,Scotland,Saint-Denis,Six Nations,2011,Six Nations Championship,France,34 - 21,34,France,0,13,Stade de France,55,France,0
2011,Trim 1,fevrier,12,13,Italy,London,Six Nations,2011,Six Nations Championship,England,59 - 13,59,England,0,46,Twickenham,72,England,0
2011,Trim 1,fevrier,12,24,Wales,Edinburgh,Six Nations,2011,Six Nations Championship,Scotland,6 - 24,6,Scotland,0,-18,Murrayfield Stadium,30,Wales,0
2011,Trim 1,fevrier,13,25,France,Dublin,Six Nations,2011,Six Nations Championship,Ireland,22 - 25,22,Ireland,0,-3,Aviva Stadium,47,France,0
2011,Trim 1,fevrier,26,9,France,London,Six Nations,2011,Six Nations Championship,England,17 - 9,17,England,0,8,Twickenham,26,England,0
2011,Trim 1,fevrier,26,24,Wales,Rome,Six Nations,2011,Six Nations,Italy,16 - 24,16,Italy,0,-8,Stadio Flaminio,40,Wales,0
2011,Trim 1,fevrier,27,21,Ireland,Edinburgh,Six Nations,2011,Six Nations Championship,Scotland,18 - 21,18,Scotland,0,-3,Murrayfield Stadium,39,Ireland,0
2011,Trim 1,mars,12,13,Ireland,Cardiff,Six Nations,2011,Six Nations Championship,Wales,19 - 13,19,Wales,0,6,Millennium Stadium,32,Wales,0
2011,Trim 1,mars,12,21,France,Rome,Six Nations,2011,Six Nations Championship,Italy,22 - 21,22,Italy,0,1,Stadio Flaminio,43,Italy,0
2011,Trim 1,mars,13,16,Scotland,London,Six Nations,2011,Six Nations Championship,England,22 - 16,22,England,0,6,Twickenham Stadium,38,England,0
2011,Trim 1,mars,19,8,England,Dublin,Six Nations,2011,Six Nations Championship,Ireland,24 - 8,24,Ireland,0,16,Aviva Stadium,32,Ireland,0
2011,Trim 1,mars,19,8,Italy,Edinburgh,Six Nations,2011,Six Nations Championship,Scotland,21 - 8,21,Scotland,0,13,Murrayfield,29,Scotland,0
2011,Trim 1,mars,19,9,Wales,Paris,Six Nations,2011,Six Nations Championship,France,28 - 9,28,France,0,19,Stade de France,37,France,0
2011,Trim 3,juillet,23,20,South Africa,Sydney,Tri Nations Series,2011,Tri Nations Series,Australia,39 - 20,39,Australia,0,19,Stadium Australia,59,Australia,0
2011,Trim 3,juillet,30,7,South Africa,Wellington,Tri Nations Series,2011,Tri Nations Series,New Zealand,40 - 7,40,New Zealand,0,33,Westpac Stadium,47,New Zealand,0
2011,Trim 3,aout,6,6,Ireland,Edinburgh,Rugby World Cup,2011,Rugby World Cup warm-up tests,Scotland,10 - 6,10,Scotland,0,4,Murrayfield Stadium,16,Scotland,0
2011,Trim 3,aout,6,14,Australia,Auckland,Tri Nations Series,2011,Tri Nations Series,New Zealand,30 - 14,30,New Zealand,0,16,Eden Park,44,New Zealand,0
2011,Trim 3,aout,6,19,Wales,London,Rugby World Cup,2011,Rugby World Cup warm-up,England,23 - 19,23,England,0,4,Twickenham,42,England,0
2011,Trim 3,aout,13,9,England,Cardiff,Rugby World Cup,2011,Rugby World Cup warm-up,Wales,19 - 9,19,Wales,0,10,Millennium Stadium,28,Wales,0
2011,Trim 3,aout,13,12,Ireland,Bordeaux,Rugby World Cup,2011,Rugby World Cup warm up,France,19 - 12,19,France,0,7,Stade Chaban-Delmas,31,France,0
2011,Trim 3,aout,13,14,Australia,Durban,Tri Nations Series,2011,Tri Nations Series,South Africa,9 - 14,9,South Africa,0,-5,Kings Park Stadium,23,Australia,0
2011,Trim 3,aout,20,5,New Zealand,Port Elizabeth,Tri Nations Series,2011,Tri Nations Series,South Africa,18 - 5,18,South Africa,0,13,Nelson Mandela Bay Stadium,23,South Africa,0
2011,Trim 3,aout,20,12,Italy,Edinburgh,Rugby World Cup,2011,Rugby World Cup warm up,Scotland,23 - 12,23,Scotland,0,11,Murrayfield,35,Scotland,0
2011,Trim 3,aout,20,13,Argentina,Cardiff,Rugby World Cup,2011,Rugby World Cup warm-up match,Wales,28 - 13,28,Wales,0,15,Millennium Stadium,41,Wales,0
2011,Trim 3,aout,20,26,France,Dublin,Rugby World Cup,2011,Rugby World Cup warm up,Ireland,22 - 26,22,Ireland,0,-4,Aviva Stadium,48,France,0
2011,Trim 3,aout,27,20,England,Dublin,Rugby World Cup,2011,Rugby World Cup warm-up,Ireland,9 - 20,9,Ireland,0,-11,Aviva Stadium,29,England,0
2011,Trim 3,aout,27,20,New Zealand,Brisbane,Tri Nations Series,2011,Tri Nations Series,Australia,25 - 20,25,Australia,0,5,Lang Park,45,Australia,0
2011,Trim 3,septembre,10,9,Argentina,Dunedin,Rugby World Cup,2011,Rugby World Cup Pool match,New Zealand,13 - 9,13,England,1,4,Otago Stadium,22,England,1
2011,Trim 3,septembre,11,6,Italy,Auckland,Rugby World Cup,2011,Rugby World Cup Pool match,New Zealand,32 - 6,32,Australia,1,26,North Harbour Stadium,38,Australia,1
2011,Trim 3,septembre,11,16,Wales,Wellington,Rugby World Cup,2011,Rugby World Cup Pool match,New Zealand,17 - 16,17,South Africa,1,1,Wellington Regional Stadium,33,South Africa,1
2011,Trim 3,septembre,17,6,Australia,Auckland,Rugby World Cup,2011,Rugby World Cup,New Zealand,15 - 6,15,Ireland,1,9,Eden Park,21,Ireland,1
2011,Trim 3,septembre,24,17,France,Auckland,Rugby World Cup,2011,Rugby World Cup,New Zealand,37 - 17,37,New Zealand,0,20,Eden Park,54,New Zealand,1
2011,Trim 3,septembre,25,12,Scotland,Wellington,Rugby World Cup,2011,Rugby World Cup Pool match,New Zealand,13 - 12,13,Argentina,1,1,Wellington Regional Stadium,25,Argentina,1
2011,Trim 4,octobre,1,12,Scotland,Auckland,Rugby World Cup,2011,Rugby World Cup Pool Test Match,New Zealand,16 - 12,16,England,1,4,Eden Park,28,England,1
2011,Trim 4,octobre,2,6,Italy,Dunedin,Rugby World Cup,2011,Rugby World Cup,New Zealand,36 - 6,36,Ireland,1,30,Otago Stadium,42,Ireland,1
2011,Trim 4,octobre,8,10,Ireland,Wellington,Rugby World Cup,2011,Rugby World Cup,New Zealand,22 - 10,22,Wales,1,12,Regional Stadium,32,Wales,1
2011,Trim 4,octobre,8,12,England,Auckland,Rugby World Cup,2011,Rugby World Cup Quarter-final,New Zealand,19 - 12,19,France,1,7,Eden Park,31,France,1
2011,Trim 4,octobre,9,10,Argentina,Auckland,Rugby World Cup,2011,Rugby World Cup Quarter-finals,New Zealand,33 - 10,33,New Zealand,0,23,Eden Park,43,New Zealand,1
2011,Trim 4,octobre,9,11,Australia,Wellington,Rugby World Cup,2011,Rugby World Cup Quarter-final,New Zealand,9 - 11,9,South Africa,1,-2,Wellington Regional Stadium,20,Australia,1
2011,Trim 4,octobre,15,9,France,Auckland,Rugby World Cup,2011,Rugby World Cup Semi-finals,New Zealand,8 - 9,8,Wales,1,-1,Eden Park,17,France,1
2011,Trim 4,octobre,16,6,Australia,Auckland,Rugby World Cup,2011,Rugby World Cup Semi-final,New Zealand,20 - 6,20,New Zealand,0,14,Eden Park,26,New Zealand,1
2011,Trim 4,octobre,21,18,Wales,Auckland,Rugby World Cup,2011,Rugby World Cup bronze final,New Zealand,21 - 18,21,Australia,1,3,Eden Park,39,Australia,1
2011,Trim 4,octobre,23,7,France,Auckland,Rugby World Cup,2011,Rugby World Cup Final,New Zealand,8 - 7,8,New Zealand,0,1,Eden Park,15,New Zealand,1
2011,Trim 4,decembre,3,24,Australia,Cardiff,Autumn International,2011,Autumn International,Wales,18 - 24,18,Wales,0,-6,Millennium Stadium,42,Australia,0
2012,Trim 1,fevrier,4,12,Italy,Saint-Denis,Six Nations,2012,Six Nations Championship,France,30 - 12,30,France,0,18,Stade de France,42,France,0
2012,Trim 1,fevrier,4,13,England,Edinburgh,Six Nations,2012,Six Nations Championship,Scotland,6 - 13,6,Scotland,0,-7,Murrayfield Stadium,19,England,0
2012,Trim 1,fevrier,5,23,Wales,Dublin,Six Nations,2012,Six Nations Championship,Ireland,21 - 23,21,Ireland,0,-2,Aviva Stadium,44,Wales,0
2012,Trim 1,fevrier,11,19,England,Rome,Six Nations,2012,Six Nations Championship,Italy,15 - 19,15,Italy,0,-4,Stadio Olimpico,34,England,0
2012,Trim 1,fevrier,12,13,Scotland,Cardiff,Six Nations,2012,Six Nations Championship,Wales,27 - 13,27,Wales,0,14,Millennium Stadium,40,Wales,0
2012,Trim 1,fevrier,25,10,Italy,Dublin,Six Nations,2012,Six Nations Championship,Ireland,42 - 10,42,Ireland,0,32,Aviva Stadium,52,Ireland,0
2012,Trim 1,fevrier,25,19,Wales,London,Six Nations,2012,Six Nations Championship,England,12 - 19,12,England,0,-7,Twickenham,31,Wales,0
2012,Trim 1,fevrier,26,23,France,Edinburgh,Six Nations,2012,Six Nations Championship,Scotland,17 - 23,17,Scotland,0,-6,Murrayfield,40,France,0
2012,Trim 1,mars,4,17,Ireland,Saint-Denis,Six Nations,2012,Six Nations Championship,France,17 - 17,17,France,0,0,Stade de France,34,Draw,0
2012,Trim 1,mars,10,3,Italy,Cardiff,Six Nations,2012,Six Nations,Wales,24 - 3,24,Wales,0,21,Millennium Stadium,27,Wales,0
2012,Trim 1,mars,10,14,Scotland,Dublin,Six Nations,2012,Six Nations Championship,Ireland,32 - 14,32,Ireland,0,18,Aviva Stadium,46,Ireland,0
2012,Trim 1,mars,11,24,England,Saint-Denis,Six Nations,2012,Six Nations Championship,France,22 - 24,22,France,0,-2,Stade de France,46,England,0
2012,Trim 1,mars,17,6,Scotland,Rome,Six Nations,2012,Six Nations Championship,Italy,13 - 6,13,Italy,0,7,Stadio Olimpico,19,Italy,0
2012,Trim 1,mars,17,9,France,Cardiff,Six Nations,2012,Six Nations Championship,Wales,16 - 9,16,Wales,0,7,Millennium Stadium,25,Wales,0
2012,Trim 1,mars,17,9,Ireland,London,Six Nations,2012,Six Nations Championship,England,30 - 9,30,England,0,21,Twickenham,39,England,0
2012,Trim 2,juin,5,9,Scotland,Newcastle,Scotland tour,2012,"Scotland tour of Australia, Fiji and Samoa",Australia,6 - 9,6,Australia,0,-3,McDonald Jones Stadium,15,Scotland,0
2012,Trim 2,juin,9,10,Ireland,Auckland,Ireland tour,2012,Ireland rugby union tour of New Zealand,New Zealand,42 - 10,42,New Zealand,0,32,Eden Park,52,New Zealand,0
2012,Trim 2,juin,9,17,England,Durban,England tour,2012,England rugby union tour of South Africa,South Africa,22 - 17,22,South Africa,0,5,Kings Park,39,South Africa,0
2012,Trim 2,juin,9,19,Wales,Brisbane,Wales tour,2012,Wales tour of Australia,Australia,27 - 19,27,Australia,0,8,Lang Park,46,Australia,0
2012,Trim 2,juin,9,22,Italy,San Juan,Mid-year test,2012,June rugby union tests,Argentina,37 - 22,37,Argentina,0,15,Estadio Bicentenario,59,Argentina,0
2012,Trim 2,juin,16,19,Ireland,Christchurch,Ireland tour,2012,Ireland rugby union tour of New Zealand,New Zealand,22 - 19,22,New Zealand,0,3,Rugby League Park,41,New Zealand,0
2012,Trim 2,juin,16,20,France,Cerdoba,France tour,2012,France tour of Argentina,Argentina,23 - 20,23,Argentina,0,3,Estadio Mario Alberto Kempes,43,Argentina,0
2012,Trim 2,juin,16,23,Wales,Melbourne,Wales tour,2012,Wales tour of Australia,Australia,25 - 23,25,Australia,0,2,Docklands Stadium,48,Australia,0
2012,Trim 2,juin,16,27,England,Johannesburg,England tour,2012,England rugby union tour of South Africa,South Africa,36 - 27,36,South Africa,0,9,Ellis Park,63,South Africa,0
2012,Trim 2,juin,23,0,Ireland,Hamilton,Ireland tour,2012,Ireland rugby union tour of New Zealand,New Zealand,60 - 0,60,New Zealand,0,60,Waikato Stadium,60,New Zealand,0
2012,Trim 2,juin,23,14,England,Port Elizabeth,England tour,2012,England rugby union tour of South Africa,South Africa,14 - 14,14,South Africa,0,0,Nelson Mandela Bay Stadium,28,Draw,0
2012,Trim 2,juin,23,19,Wales,Sydney,Wales tour,2012,Wales tour of Australia,Australia,20 - 19,20,Australia,0,1,Sydney Football Stadium,39,Australia,0
2012,Trim 2,juin,23,49,France,Tucumen,France tour,2012,France tour of Argentina,Argentina,10 - 49,10,Argentina,0,-39,Estadio Jose Fierro,59,France,0
2012,Trim 3,aout,18,6,Argentina,Cape Town,Rugby Championship,2012,Rugby Championship,South Africa,27 - 6,27,South Africa,0,21,Newlands Stadium,33,South Africa,0
2012,Trim 3,aout,18,27,New Zealand,Sydney,Rugby Championship,2012,Rugby Championship,Australia,19 - 27,19,Australia,0,-8,Stadium Australia,46,New Zealand,0
2012,Trim 3,aout,25,0,Australia,Auckland,Rugby Championship,2012,Rugby Championship,New Zealand,22 - 0,22,New Zealand,0,22,Eden Park,22,New Zealand,0
2012,Trim 3,aout,25,16,South Africa,Mendoza,Rugby Championship,2012,Rugby Championship,Argentina,16 - 16,16,Argentina,0,0,Malvinas Argentinas,32,Draw,0
2012,Trim 3,septembre,8,5,Argentina,Wellington,Rugby Championship,2012,Rugby Championship,New Zealand,21 - 5,21,New Zealand,0,16,Westpac Stadium,26,New Zealand,0
2012,Trim 3,septembre,8,19,South Africa,Perth,Rugby Championship,2012,Rugby Championship,Australia,26 - 19,26,Australia,0,7,Subiaco Oval,45,Australia,0
2012,Trim 3,septembre,15,11,South Africa,Dunedin,Rugby Championship,2012,Rugby Championship,New Zealand,21 - 11,21,New Zealand,0,10,Forsyth Barr Stadium,32,New Zealand,0
2012,Trim 3,septembre,15,19,Argentina,Gold Coast,Rugby Championship,2012,Rugby Championship,Australia,23 - 19,23,Australia,0,4,Robina Stadium,42,Australia,0
2012,Trim 3,septembre,29,8,Australia,Pretoria,Rugby Championship,2012,Rugby Championship,South Africa,31 - 8,31,South Africa,0,23,Loftus Versfeld Stadium,39,South Africa,0
2012,Trim 3,septembre,29,54,New Zealand,La Plata,Rugby Championship,2012,Rugby Championship,Argentina,15 - 54,15,Argentina,0,-39,Estadio enico,69,New Zealand,0
2012,Trim 4,octobre,6,25,Australia,Rosario,Rugby Championship,2012,Rugby Championship,Argentina,19 - 25,19,Argentina,0,-6,Gigante de Arroyito,44,Australia,0
2012,Trim 4,octobre,6,32,New Zealand,Johannesburg,Rugby Championship,2012,Rugby Championship,South Africa,16 - 32,16,South Africa,0,-16,FNB Stadium,48,New Zealand,0
2012,Trim 4,octobre,20,18,New Zealand,Brisbane,Autumn International,2012,Autumn International,Australia,18 - 18,18,Australia,0,0,Lang Park,36,Draw,0
